1,0,0,500,0,50,0,0
2,0,500,500,700,50,0,0
2,0,500,500,900,50,0,0
2,0,-500,500,500,50,0,0
3,0,-500,500,700,50,0,2
3,0,-500,500,900,50,0,2
3,0,300,500,600,50,1,2
3,0,500,500,600,50,1,2
4,0,700,500,600,50,1,2
4,0,700,500,600,50,1,2
4,0,300,500,-600,50,1,2
4,0,500,500,-600,50,1,2
5,0,0,500,900,50,1,2
5,0,0,500,700,50,1,2
5,0,0,500,500,50,1,2
5,0,900,500,0,50,1,2
5,0,700,500,0,50,1,2
5,0,500,500,0,50,1,2
6,0,0,500,0,50,1,3
6,0,-300,500,300,50,1,3
6,0,-300,500,-300,50,1,3
6,0,300,500,-300,50,1,3
6,0,300,500,300,50,1,3
6,0,300,500,-300,50,1,3
7,0,1000,500,500,50,1,6
-1,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
0,,0,0,0,0,,0
